ville - village,provinces,communes
pissalin,,
pisseguedin,,
pissele,,
pissi,,
pissi,,
pissi,,
pissi,,
pissi,,
pissi,,
pissi,,
pissi,,
pissi,,
pissi,,
pissi-sebgo,,
pissi-zaoce,,
pissiga,,
pissila,,
pissine,,
pissiongo,,
pissy,,
pistenga,,
pitenga,,
pitmoaga,,
pittenga,,
pittyn,,
pizonguin,,
po,,
poa,,
poa,,
poa,,
poa,,
pobanseo,,
pobe-mengao,,
pobie,,
pobouro,,
poe,,
poedogo,,
poedogo,,
poedogo,,
poedogo,,
poedogo,,
poedogo,,
poedogo,,
poedogo,,
poedogo,,
poedogo,,
poesse,,
poessi,,
poessin,,
poessin,,
poestenga,,
poetenga,,
pofona,,
pognamadeni,,
pognankanre,,
pognankoudougou-rabogo,,
pognikouli,,
pognoa-sankoado,,
pognoa-tikonti,,
pogoro,,
pogoro,,
pogoro,,
pogoro-foulbe,,
pogoyoaga,,
pohemtenga,,
pohin,,
poikoro,,
poin,,
poira,,
poka,,
pokamboulo,,
pokarana,,
pokarana,,
pokiamanga,,
pokouro,,
polesgo,,
poli-mossi,,
poli-peulh,,
polkparara,,
polla,,
polla-birifor,,
pollo,,
poltianao,,
poltionao,,
pomain,,
pompoi,,
pompoi-gare,,
ponalateon,,
ponga,,
poni-kienkire,,
poniro,,
ponsomtinga,,
pontiel,,
pontitiaga,,
poperi,,
popioho,,
popomou,,
pore,,
pore,,
pori,,
poringuin,,
poro,,
poro,,
porokuy,,
posso,,
posso,,
possodo,,
pouanya,,
poucouma-ramsa,,
poudiene,,
pouga,,
pougdiari,,
pougnerkougri,,
pougoudou,,
pougoumbiel,,
pougouzaibaogo,,
pougyango,,
pouima,,
poulalle,,
pouleba,,
poun,,
poun,,
pouna,,
poundou,,
pouni,,
pouni-nord,,
pounkouyan,,
poupourou,,
poura,,
poura-village,,
poure,,
pourou,,
pourra,,
pousdem,,
pousghin,,
pousghin,,
pousghin,,
pousma,,
poussi,,
pouswaka,,
pouswaka-peulh,,
pouswoko,,
pouto,,
pouy,,
pouytenga-peulh,,
poya,,
poya-obaga,,
poyo,,
poyo,,
prata,,
pribar,,
priwe,,
pro,,
prounkera,,
rabouglitenga,,
rafnamane,,
ragounda,,
ragueguema,,
raka,,
rakaye,,
rakaye,,
rakoegtanga,,
rakounga,,
rallo,,
rallo,,
ralo,,
ramanepanga,,
ramatoulaye,,
ramatoulaye,,
ramba,,
rambi-mossi,,
rambi-peulh,,
rambo,,
rambo,,
rambo,,
rambo-wottionma,,
rambouli,,
ramdolla-mossi,,
ramdolla-peulh,,
ramesse,,
ramesse,,
ramessoum,,
ramessoum,,
ramitenga,,
ramongo-tanguin,,
ramonkodogo,,
ramsa,,
rana,,
rana,,
ranga,,
raogo,,
raongo,,
raotenga,,
raoumde,,
rapadama,,
rapadama,,
rapadama,,
rapadama,,
rapadama,,
rapadama,,
rapadama,,
rapadama,,
rapadama,,
rapadama,,
rapougouma,,
rasko,,
rassamtanga,,
rassamtoumde,,
rassandogo,,
rassempoughin,,
rassogoma,,
rassomde,,
rassomde,,
rassouly,,
rawema,,
rawilgue,,
reanon,,
rega,,
regtenga,,
reka,,
reko,,
rellou,,
remene,,
rengueba,,
retkoulga,,
ribou,,
ridimbo,,
riga,,
rigui,,
riguin-tanguin,,
rihalo,,
rikiba,,
rikou,,
rilgo,,
rim,,
rima,,
rima,,
rimalga,,
rimkilga,,
risci,,
risci,,
rissiam,,
ritimyinga,,
roaguin,,
roambanka,,
roba,,
roba,,
robena,,
robolo,,
robonde,,
roffenega,,
roffo,,
rogho,,
roko,,
rolga,,
rollo,,
rom,,
rombagare,,
romissi,,
romtanghin,,
rondo,,
rondolga,,
rondoma,,
rondoma,,
ronga,,
rongabanko,,
ronguin,,
ronsin,,
ronsin,,
rouko,,
rouko-foulbe,,
rouly,,
roumba-mossi,,
roumba-yarce,,
roumtenga,,
roumtenga,,
roumting,,
rounga,,
rounou,,
sa,,
sa,,
saaba,,
saaba,,
saaba,,
saala,,
saatenga,,
saba,,
saba,,
sabanbougou,,
sabce,,
sabioken,,
sablogo,,
sabo,,
saborga-kori,,
saborga-pera,,
sabou,,
sabou,,
saboue,,
sabouli,,
sabouna,,
sabouri,,
sabouri-nakoara,,
sabouri-natenga,,
sabouri-sonkin,,
sabra,,
sabra,,
sabrabinatenga,,
sabrado,,
sabraogo,,
sabrouko,,
sabtenga,,
sabtenga,,
sabtoana,,
sacre,,
sacre,,
sadaba,,
sadigan,,
sadignakono,,
sadina,,
sadon,,
sadon-bobo,,
sadouan,,
sadouan,,
sadouin,,
safane,,
safi,,
safia,,
safoula,,
sag-nioniogo,,
sagabtinga-yarce,,
sagadou,,
sagala,,
sagalo,,
sagare,,
sago,,
sagoeta,,
sague,,
saho,,
sahongo,,
sahore,,
saigouma,,
saint-camille,,
saint-jean,,
saint-louis,,
saint-martin,,
saint-michel,,
saint-paul,,
sakalao,,
sakango,,
sakedougou,,
sakidissi,,
sako,,
sakoani,,
sakoinse,,
sakora,,
sakou,,
sakou-foulbe,,
sakoudi,,
sakoula,,
sakouli,,
sakuilga,,
sakuy,,
sala,,
sala,,
salagin,,
salbisgo-dapoya,,
sale,,
salembaore,,
salentene,,
saleteon,,
salgisgo-itaore,,
salibor,,
salle,,
salmossi,,
salo,,
salogo,,
salsi,,
sam,,
sam,,
sam,,
sam-fulbe,,
sama,,
samagan,,
samakuy,,
samandeni,,
samandin-bilbalgo,,
samandin-peulh,,
samaradougou,,
samatoukoro,,
samba,,
sambabouli,,
sambagou,,
sambalgou,,
sambaregou,,
sambentenga,,
sambialgou,,
sambin,,
sambin,,
sambion,,
sambitera,,
samboaga,,
samboandi,,
samboandi,,
sambonaye,,
samboulga,,
sambraoghin,,
sambtenga,,
sambtinga,,
sambtinga,,
samekuy,,
sami,,
samissi,,
samkoudougou,,
samny,,
samogohiri,,
samon,,
samorogouan,,
samou,,
samou-folga,,
samou-gabondi,,
samou-mama,,
sampa,,
sampalo,,
sampaongo,,
sampelga,,
sampema,,
sampieri,,
sampobin,,
sampogretinga,,
samporo,,
samprabissa,,
samsagbo,,
samsaongo,,
samtaga,,
samtangou,,
samtenga,,
samtinga,,
san,,
sana,,
sanaba,,
sanakadougou,,
sanakuy,,
sanare,,
sanba,,
sanba-peulh,,
sanbin-nabitenga,,
sanbsin,,
sanbsin-peulh,,
sance,,
sance,,
sandaogo,,
sandeba,,
sandia,,
sandiaba,,
sandie,,
sandimisso,,
sandogo,,
sandogo,,
sandogo,,
sandokoro,,
sandora,,
sandoure,,
sane,,
sane,,
saneba,,
sanewabo,,
sanewabo-yarce,,
sanfle,,
sanfo,,
sanga,,
sanga,,
sanga,,
sanga,,
sanga,,
sangaboule,,
sangabouli,,
sangbabie,,
sangbanou,,
sangbatara,,
sangboulanti,,
sangboulona,,
sangboulotira,,
sangha,,
sangha-peulh,,
sangha-yarce,,
sanghin,,
sangol,,
sangolo,,
sangora,,
sangou,,
sangou-nazela,,
sangoulema,,
sanh,,
sanhoui,,
sani,,
sanipenga,,
sankango,,
sankanse,,
sankara,,
sankonde,,
sankoue,,
sankouissi,,
sankouissi,,
sankuissi,,
sannabin,,
sanogho,,
sanogho-peulh,,
sanon,,
sanrgo,,
sanrgo-peul,,
sansanga,,
sanspelga,,
sanspelga,,
santelma,,
santena,,
santi,,
santiari,,
santidougou,,
santio,,
sanwara,,
sanwara-tinkiro,,
sanyou-poe,,
sao,,
sao,,
sao,,
saonghin,,
saonre,,
saorzi,,
saou,,
saouga,,
saougou,,
saouleni,,
saoupo,,
saoura,,
sapaga,,
sapaga-peulh,,
sapala,,
sapela,,
sapelo,,
sapeo,,
sapina,,
sapo,,
sapo,,
sapone,,
saptan,,
sara,,
saraba,,
sarakoro,,
sarambour,,
saramboura,,
saran,,
sarana,,
sarana,,
sarana,,
sarandaye,,
sarba,,
sare,,
sare,,
sare-peulh,,
saregou,,
sarga,,
sargo,,
saria,,
saria,,
sarkandiala,,
sarkounga,,
sarma,,
sarmassi,,
sarmassi,,
sarogo,,
sarogo,,
sarro,,
sassa,,
sassaka,,
sassaka,,
sassamba,,
sassambari,,
sassema,,
sassema-peulh,,
sassia,,
satema,,
satembila,,
sati,,
satiri,,
satte,,
sattin,,
savili,,
sawa,,
sawadogo,,
sawana,,
sawenga,,
saworokuy,,
saya,,
saya,,
sayaga,,
sayaro,,
saye,,
saye,,
saylia,,
se,,
sebedougou,,
sebere,,
sebga,,
sebouga,,
seboun,,
sebretenga,,
sebretenga,,
secaco,,
secteur,,
secteur,,
secteur,,
secteur,,
secteur,,
secteur,,
secteur,,
secteur,,
secteur,,
secteur,,
secteur,,
seferedougou,,
sefina,,
sefina,,
segre,,
segue-foulgo,,
segue-mossi,,
seguedin,,
seguedin,,
seguedin,,
seguedin,,
seguedin,,
seguedougou,,
seguem,,
seguenega,,
seguere,,
sehintiro,,
seiga,,
seinde,,
sekeba,,
sekouantou,,
sekoussi,,
sekuy,,
sekuy-ira,,
selbo,,
sele,,
seleguin,,
selenkoro,,
sella,,
selmiougou,,
selnore,,
selnore-fulbe,,
seloghin,,
seloghin,,
seloghin,,
seloguin,,
semaga,,
semapoun,,
semba,,
sembleni,,
seme,,
semine,,
semtenga,,
senasso,,
seno,,
seno,,
seno-bani,,
seno-bosnore,,
seno-diao,,
seno-todiam,,
senokayel,,
senopoguian,,
senorsingue,,
senoubala,,
senoulo,,
seouo,,
sera,,
sere,,
serekeni,,
serena,,
sergoussouma,,
seriba,,
set-sere,,
setadouo,,
setebtenga,,
setougou,,
setoundouo,,
sewera,,
seye,,
seyou,,
seytenga,,
sia,,
sia,,
sia,,
siaga,,
sian,,
sian,,
siankoro,,
sibalo,,
sibe,,
sibentenga,,
sibera,,
siboulbie,,
sibteon,,
siby,,
sidana,,
sideradougou,,
sidi,,
sidibebe,,
sidiga,,
sidikitenga,,
sidogo,,
sidogo,,
sidogo,,
sidogo,,
sidoumoukar,,
sidoumoukar,,
sidoumoukar-hiro,,
sidtenga,,
siedougou,,
siedougou,,
siekoro,,
siekoro,,
siela,,
sielle,,
sien,,
sien,,
sien,,
siena,,
sieni,,
sienkoro,,
sienne,,
siepa,,
sierka,,
siessin,,
siewali,,
sifarasso,,
sig-noghin,,
siginvousse,,
sigle,,
signenoghin,,
signoghin,,
signoghin,,
signonghin,,
sigoghin,,
sigriyaoghin,,
siguide,,
siguinasso,,
siguinoguin,,
siguinonghin,,
siguinonguin,,
siguinvousse,,
siguinvousse,,
siguinvousse,,
siguinvousse,,
siguivousse,,
sihoun,,
sika,,
sikane,,
sikati,,
sikende,,
sikideni,,
sikire,,
sikomlenga,,
sikora,,
sikorla-dierikandougou,,
sikoro,,
sikorosso,,
sikouinsi,,
silapinera,,
silara,,
silemba,,
silenga,,
silga,,
silga,,
silgadji,,
silgo,,
silgteogo,,
silgueye,,
siliendouo-rintimina,,
silkouka,,
sillaba,,
sillalara,,
sillaleba,,
sillia,,
silly,,
silmague,,
silmaiougou-boumdoundi,,
silmidougou,,
silmidougou,,
silmimossi,,
silmiougou,,
silmiougou,,
silmiougou,,
silmiougou,,
silmiougou,,
silmiougou,,
silmiougou,,
silmiougou-peulh,,
silmiougou-yarce,,
silmissin,,
silmissin,,
silmissin,,
silmitenga,,
silom-bagone,,
silom-dabori,,
silom-folapouo,,
silom-nabateon,,
siltougo,,
sim,,
simanteon,,
simba,,
simbadougou,,
simbora,,
simbri,,
simidin,,
similaopo,,
simiougou,,
simpiguin,,
sin,,
sinamanana,,
sinani,,
sinaperdouo,,
sinara,,
sincene,,
sincene,,
sindgin,,
sindie,,
sindo,,
sindolo,,
sindorla,,
sindoukorony,,
sindri,,
singa-mossi,,
singa-rimaibe,,
singdin,,
singtenga,,
singue,,
sini,,
siniena,,
sinikiere,,
sinkiro,,
sinkoura,,
sinsinguene,,
sintasso,,
sintiou,,
siny,,
sio,,
siou,,
sipigui,,
sipohin,,
siraboguin,,
sirakele,,
sirakoro,,
sirakoro,,
sirakoro,,
sirakorosso,,
siralo,,
sirfou,,
sirgne,,
sirgui,,
siri,,
sissa,,
sissamba,,
sissamba,,
sisse,,
sissile,,
sissile,,
sissily,,
sissin,,
sissoro,,
sitenga,,
sitiena,,
sitipiga,,
sitoega,,
sittaon,,
sittigo,,
siwi,,
so,,
soa,,
soa,,
soadin,,
soaga,,
soakuy,,
soala,,
soalga,,
soam,,
soana,,
soansa,,
soatou,,
soaw,,
sobaka,,
sobon,,
soboule,,
soboya,,
sodien,,
sodin,,
soferi,,
soffi,,
soffokel,,
soglozi,,
sogodjankoli,,
sogossagasso,,
sogpelce,,
sogpelce,,
sogue,,
soguedin,,
soin,,
sokongo,,
sokoro,,
sokoro,,
sokoroni,,
sokoula,,
sokoulani,,
sokoura,,
sokoura,,
sokoura,,
sokoura,,
sokoura,,
sokoura,,
sokoura,,
sokouraba,,
sokourani,,
sokourani,,
sokourani,,
sokouranie,,
solgom,,
solhan,,
solimana,,
solle-foulbe,,
solle-mossi,,
sollobo,,
sologo,,
sologo,,
sologomnore,,
solomnore,,
solonso,,
solsala,,
som,,
soma,,
soma-peulh,,
somanguima,,
somassi,,
somassi,,
somdabesma,,
somdamessom,,
somde,,
some,,
somiaga,,
somlawa,,
sommassi,,
somnawaye,,
somona,,
sompela,,
sompora,,
somyalguem,,
somyalka,,
sona,,
sondeguin-yarce,,
sondogo,,
sondogtenga,,
sondre,,
sondre,,
sondre,,
sondre-est,,
sone,,
song-naaba,,
song-naba,,
songa,,
songdin,,
songdin,,
songo,,
songo,,
songo,,
songo,,
songodin,,
songodin,,
songodin,,
songodin,,
songolo,,
songpelce,,
songpelce,,
songretenga,,
songtaba,,
sonh,,
soni,,
sono,,
sonon-pari,,
sonon-tabeo,,
sonrin,,
sonsira,,
soo-vovor,,
soper,,
soraguera,,
soranga,,
sorbin,,
sorgbouboura,,
sorgha,,
sorgho,,
sorgho-peulh,,
sorgho-yargo,,
sorgon,,
sorgou,,
sorindigui,,
sorkon,,
sorkorera,,
sorkoum,,
soro,,
soro,,
soro,,
sorobouly,,
sorogo,,
sorogo,,
sorombora,,
soromboura,,
sorona,,
soroni,,
soronkina,,
sorwa,,
sossore,,
sotenga,,
soualimou,,
souankuy,,
soubakagnedougou,,
soubakaniedougou,,
soubeira-nakoara,,
soubeira-natenga,,
soubo,,
soubore,,
soubouy,,
soucie,,
soudogo,,
soudoubila,,
soudougou,,
soudougui,,
sougbini,,
sougou,,
sougoudin,,
sougoudou,,
sougougi,,
sougouma,,
sougouma,,
souho,,
souka,,
souka,,
souka,,
soukera,,
soukoundou,,
soukoundougou,,
soukouteon,,
soukouteon,,
soukuy,,
soula,,
soula,,
soula,,
souli,,
souli-peulh,,
soulli,,
soulli,,
soulou,,
soulougre,,
souloungou,,
soulountou,,
soultenga,,
soum,,
soum,,
soum-bella,,
souma,,
souma,,
soumagou,,
soumakoro,,
soumakuy,,
soumara-boumba,,
soumarani,,
soumdi,,
soumkoum,,
soumorodougou,,
soumoukuy,,
soumouo-yobra,,
soumousso,,
soune,,
soungalobougou,,
soungalodaga,,
soungoule,,
sounkouissi,,
sounkpourouna,,
sounougou,,
sountourkou,,
sourani,,
sourapera,,
sourapera,,
sourapera,,
sourgou,,
sourgoubila,,
souri,,
souri,,
sourkoudougou,,
sourou,,
sourou,,
sourou,,
souroukoudinga,,
souroungou,,
sourounsourouna,,
sourtatibe,,
souryala,,
sousse-sanrgo,,
soussou,,
soussoubro,,
soussoula,,
soye,,
sui,,
sune,,
syalguin,,
syn,,
syn-bekuy,,
syn-dombokuy,,
syn-dounkuy,,
ta,,
taaka,,
tabaongo,,
tabe,,
tabgou,,
tabissi,,
tabou,,
tabou,,
taboye,,
tabtenga,,
tacien,,
tadjo,,
tadoteon,,
taffogo,,
tafga,,
taga,,
taga,,
taga,,
tagalla,,
tagho,,
tagnan,,
tagnaria,,
tagneteon,,
tagou,,
tagou,,
tagouassoni,,
tahidi,,
takaledougou-koko,,
takatami,,
tako,,
tako-yoyora,,
takou,,
takoulo,,
takpo,,
takpouloula,,
talama,,
talbayiri,,
talembika,,
talfomenga,,
talle,,
talle,,
talle-mossi,,
talle-peulh,,
talliere-ikori,,
talliere-sagnon,,
talliere-sawar,,
talweoghin,,
tama,,
tamagan,,
tamanega,,
tamasgo,,
tamasgo,,
tamasgo,,
tamassa,,
tamassari,,
tamassogo,,
tambaga,,
tambalan,,
tambao,,
tambarga,,
tambdogo,,
tambella,,
tambella,,
tambibangou,,
tambidi,,
tambifoagou,,
tambiga,,
tambiga,,
tambikpere,,
tambili,,
tambili,,
tambilou,,
tambiri,,
tambissonguima,,
tambizinse,,
tamboangou,,
tambogo,,
tambogo,,
tambogo-peulh,,
tambokin,,
tamboko,,
tambolo,,
tambondi,,
tambouassa,,
tamboue,,
tambourbangou,,
tamesweoghin,,
tamidiara,,
tamidou,,
tamidou,,
tamiela,,
tamiga,,
tamiga-fule,,
tamiga-mossi,,
tamipar,,
tamissi,,
tamissi,,
tamissi,,
tamissougou,,
tamkoursi,,
tamna,,
tamoana,,
tamouga,,
tamounouma,,
tampabdigo,,
tampanga,,
tampanga,,
tampaongo,,
tampe,,
tampedou,,
tampela,,
tampelce,,
tampelga,,
tampelga,,
tampelga,,
tampelga,,
tampelga-yarce,,
tampella,,
tampetou,,
tampialin,,
tampiokin,,
tampla,,
tamponga,,
tamporain,,
tampougtenga,,
tampoui,,
tampouor,,
tampour,,
tampour-kolkome,,
tampouri,,
tampoussoumdi,,
tampouy,,
tampouy,,
tampouy,,
tampouy-silmimosse,,
tampouy-yarce,,
tampouya,,
tamsabliga,,
tamse,,
tamse,,
tamse,,
tamsin,,
tamtinga,,
tanama,,
tanama,,
tanama,,
tanama,,
tanama,,
tanbiabongou,,
tance,,
tandabatt,,
tandadtenga,,
tandaga,,
tandaga,,
tandakoye,,
tandialouol,,
tandiollel,,
tandou,,
tandougou,,
tandri,,
tandyari,,
tang-sega,,
tanga,,
tanga,,
tanga-pela,,
tangali,,
tangande,,
tangandogo,,
tangangari,,
tangari,,
tangasgo,,
tangaye,,
tangaye,,
tangaye,,
tangaye,,
tangaye,,
tangbe,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin,,
tanghin-baogo,,
tanghin-dassouri,,
tanghin-gombogo,,
tanghin-goudry,,
tanghin-manega,,
tanghin-wobdo,,
tangoko,,
tangora,,
tangouna,,
tangourbi,,
tangsebla,,
tangseghin,,
tanguiema,,
tanguiga,,
tanguin-peulh,,
tangzougou,,
tanhoka,,
tanhoko,,
tani,,
tani,,
tanibiaga,,
tankiedougou,,
tankienga,,
tankimbo,,
tankoaga,,
tankoemse,,
tankolon,,
tankolon-tiopanaon,,
tankori,,
tankoualou,,
tankougounadie,,
tankoulounga,,
tankounga,,
tankpekou,,
tankuy,,
tanlalle,,
tanlalle,,
tanlalle,,
tanlaorgo,,
tanlarghin,,
tanlargo,,
tanli,,
tanlili,,
tanlili,,
tanlomo,,
tanlouka,,
tanmiga,,
tanpoko-peulh,,
tansablogo,,
tansablogo,,
tansablogo,,
tansablougou,,
tansarga,,
tansega,,
tansega,,
tansega,,
tansega,,
tansega,,
tansega-bokin,,
tansie,,
tansila,,
tansin,,
tansin,,
tansoba-imiougou,,
tansobentinga,,
tansobo-tanguin,,
tansombo,,
tansouka,,
tantako,,
tantankie,,
tantiaga,,
tantiaka,,
tantiaka-kouadigou,,
tantiaka-yamba,,
tantoaga,,
tantouo,,
tanvi,,
tanvousse,,
tanvousse-mossi,,
tanvousse-peulh,,
tanwaka,,
tanwalbougou,,
tanwefo,,
tanwogoma,,
tanwoko,,
tanya-pari,,
tanya-zousso,,
tanyoko-mossi,,
tanyoko-peulh,,
tanzeongo,,
tanziega,,
tanziega,,
tao,,
taonsghin,,
taonsgho,,
taonsgho,,
taonsgo,,
taonsgo,,
taonsgo,,
taonsogo,,
taouremba,,
taparko,,
taperdouo,,
tapira,,
taplara,,
tapoa-barrage,,
tapoa-diagbagbi,,
tapoa-djerma,,
tapoko,,
tapre,,
tapre,,
taram-noaga,,
tarama,,
tarba,,
tarba,,
tarbonnessin,,
tare,,
tare,,
targho,,
tasmakatt,,
tassep,,
tassiri,,
tassona,,
tataye,,
tatiangou,,
tatoukou,,
tatyou,,
taya,,
tayalo,,
tayaret,,
tchelel,,
tcheriba,,
tchomboado,,
tebela,,
tebera,,
tebere,,
tebere,,
tegou-ladiel,,
tegou-mango,,
tegsagbo,,
teheni-sud,,
tekrou,,
tem,,
tema,,
tembou,,
temekina,,
temetemasso,,
temmiga,,
temnaore,,
temnaore,,
tempoure,,
tena,,
tena,,
tenado,,
tenasso,,
tengand-tanga,,
tengrela,,
tengsoba,,
tengsoba,,
tengsoba-kiema-silmiougou,,
teni,,
teni-peulh,,
teniankoura,,
tenoaghin,,
tenonghin,,
tenonghin-peulh,,
tenou,,
tenoule,,
tensobentenga,,
tensobtenga,,
tensobtenga,,
teodoure,,
teomighin,,
teonsgo,,
teonsgo,,
teonsogo,,
teoule,,
tepare,,
terbiel,,
teri-rimaibe,,
teri-samo,,
terin-mossi,,
terin-peulh,,
terpo,,
tessiougane,,
tessoaghin,,
tewaka,,
teyogodin,,
thebo,,
thematan,,
thia,,
thiao,,
thiaossan-koporo,,
thiargou,,
thiery,,
thimborgou,,
thimguem,,
thion,,
thiongori,,
thiou,,
thiou,,
thioula,,
thioumbonga,,
thioure,,
thou,,
thy,,
tia,,
tia,,
tiabdou,,
tiabga,,
tiabia,,
tiabien,,
tiabien-kasso,,
tiabongou,,
tiabtamassogo,,
tiaburo,,
tiabwal,,
tiafandouo,,
tiagao,,
tiakane,,
tiakoagli,,
tiakoura,,
tiakoure,,
tialboanga,,
tiale,,
tialel,,
tialgo,,
tialla,,
tialol,,
tiamien,,
tiana,,
tiandiaga,,
tiangouera,,
tiankoura,,
tiankuy,,
tiano,,
tianra,,
tiantiabouli,,
tiantiaka,,
tiao,,
tiao,,
tiapaga,,
tiapreteon,,
tiara,,
tiarako,,
tiare,,
tiare,,
tiargou,,
tiarkiro,,
tiarkiro,,
tiassiery,,
tiawama,,
tiayiguel,,
tiba,,
tiba,,
tibadi,,
tibeldouo,,
tibga,,
tibi-yarce,,
tibili,,
tibilindi,,
tibin,,
tibin,,
tibin,,
tibin,,
tibin,,
tibin,,
tibou,,
tibou-boadoma,,
tiboudi,,
tibrela,,
tibtenga,,
tibtenga,,
tibtenga,,
tibtenga,,
tibtenga-fulbe,,
tibtenga-mossi,,
tidimtoa,,
tidmarel,,
tidyalie,,
tiebadialofaso,,
tiebata,,
tiebo,,
tiebon,,
tiedia,,
tiedin,,
tiefindougou,,
tiefindougou,,
tiefora,,
tiefora-kasside,,
tiefora-natiera,,
tiekagnibi,,
tiekaledji,,
tiekar,,
tiekel,,
tiekouna,,
tiekouyou,,
tiekuy,,
tielba,,
tiema,,
tiemana,,
tieme,,
tiemeredji,,
tiempagora,,
tiempara,,
tien,,
tiena,,
tiendre,,
tienkouera,,
tienlour,,
tiere,,
tiereteon,,
tierkora,,
tierkou,,
tiessourou,,
tiffele,,
tiffou,,
tifrodouo,,
tigan,,
tigem,,
tigou,,
tigre,,
tiguetin,,
tiguibamloye,,
tiguili,,
tiguimtenga,,
tiguindalgue,,
tihandeni,,
tikan,,
tikanne,,
tikare,,
tikato,,
tikera,,
tikitionao,,
tikonti,,
tilampira,,
tilga,,
tilga-bangre,,
tille,,
tilli,,
tilligui,,
tilonti,,
tilpera,,
tim-tim,,
timambari,,
timanemboin,,
timba,,
timba,,
timbaouri,,
timbarbitionao,,
timbiel,,
timbikora,,
timbio,,
timbisseo,,
timbolo,,
timboulel,,
timboura-birifor,,
timboura-lobi,,
timintira,,
timperba,,
timpo,,
timtenga,,
tin,,
tin-agadel,,
tin-akoff,,
tin-ediar,,
tin-rhassane,,
tin-rhassane,,
tin-zalayanane,,
tin-zonbaraten,,
tina,,
tindagou,,
tindane,,
tindangou,,
tindangou,,
tindanogo,,
tindiao,,
tindiar,,
tindila,,
tingandogo,,
tingandogo,,
tingsobare,,
tinguemnore,,
tinguera,,
tinhatane,,
tinhira,,
tinhouri,,
tini,,
tinkakperera,,
tinkar,,
tinkera,,
tinkira,,
tinkiro,,
tinkiro,,
tinkiro-lobi,,
tinko,,
tinkoguelga,,
tinlou,,
tinma,,
tinrtinga,,
tinsalgo,,
tinsobtinga,,
tinsouka,,
tinteka,,
tintilou,,
tintogo,,
tintoura,,
tio,,
tio,,
tiobiel,,
tiodie,,
tiofa,,
tiofolboye,,
tiogagara,,
tiogagara,,
tiogbalandi,,
tiogo,,
tiogo,,
tiogo-mouhoun,,
tiokpolo,,
tiokpolo,,
tiokuy,,
tiombiel,,
tiombio,,
tiomboni,,
tiomolo,,
tiongo,,
tiongo,,
tiongo-lampiadi,,
tiongo-pani,,
tiongo-pori,,
tionouna,,
tiontionmana,,
tiopanao,,
tiopanao,,
tiopanao,,
tiopolo,,
tioro,,
tiossera,,
tiossera,,
tiou-poece,,
tiougou,,
tiougouana,,
tiouma,,
tioumbanga,,
tiourkuy,,
tioyo,,
tipoli,,
tiponi,,
tira,,
tirakuy,,
tirbou,,
tire,,
tisse,,
tisselin,,
tisselin-yarce,,
tissi,,
tissi,,
tissimi,,
tita,,
tita-napone,,
titabe,,
titinateon,,
titon,,
tiwera,,
tiyalo,,
tiyelle,,
to,,
to,,
toabin,,
toabre,,
toaga,,
toanda,,
toanga,,
toba,,
tobidioga,,
tobinkora,,
tobkio,,
tobo-tankori,,
tobo-weleteon,,
toboani,,
tobou,,
tobou-peulh,,
tobroura,,
todiam,,
todje,,
toebanega,,
toece,,
toece,,
toece,,
toece,,
toecin,,
toega,,
toeghin,,
toeghin,,
toeghin,,
toeghin,,
toeghin-peulh,,
toeguin,,
toeguin,,
toekedogo,,
toemiga,,
toemigo,,
toemissi,,
toeni,,
toere,,
toesse-koulba,,
toessin,,
toessin,,
toessin,,
toessin,,
toessin,,
toessin,,
toessin,,
toessin-foulbe,,
toeyoko,,
toezouri,,
toghin,,
toghin,,
toghin,,
toghin-bangre,,
tognora,,
togse,,
togtenga,,
tohedera,,
tohera-soupera,,
tohevara,,
tohogodou,,
tohounguel,,
toimbi,,
tokabangou,,
tokera-bankoro,,
tokera-tiemourou,,
tokouna,,
tokpora,,
toleper,,
tolepsi,,
tolkaboua,,
tollel-kaya,,
tollinghin,,
tolompo,,
toma,,
toma,,
toma-ile,,
toma-koura,,
tomabissi,,
tomba,,
tombila,,
tombodougou,,
tomena,,
tomikoroni,,
tomikorosso,,
tomodjan,,
tomonga,,
tompena,,
tompomena,,
ton,,
tona,,
tondiata,,
tondogosso,,
tone,,
tonga,,
tongmene,,
tongomayel,,
tongomayel-sirgne,,
toni,,
tonior,,
tonkarlamine,,
tonkoroni,,
tonkpourou,,
tonon,,
tonora-djolonkera,,
tonsere,,
tontenga,,
tonteon,,
tontolbouli,,
tontolombora,,
toolo,,
topera,,
toppi,,
toptiagou,,
tora,,
tora,,
torandougou,,
tordiera,,
torem,,
torkiaro,,
torkora,,
torkouora,,
torla,,
tormana,,
toroba,,
toroba,,
torobo,,
torodo,,
torohiri,,
torokoto,,
torokoto,,
torom,,
torosso,,
torosso,,
tossin,,
tosson,,
totori,,
touaho,,
touare,,
touba,,
touba,,
toubairi,,
toubani,,
toubissa,,
toublongo,,
toubyengo,,
toudou,,
touga,,
tougmetenga,,
tougo,,
tougou,,
tougoudadou,,
tougouri,,
tougouri,,
tougouya,,
tougouya-koko,,
tougribouli,,
tougue,,
tougue,,
tougue,,
